Date,Fuel_Type,Liters_Sold,Price_per_Liter,Payment_Mode,Location,Pump_ID,Customer_Age,Vehicle_Type,Stock_Level,Pump_Efficiency,Maintenance_Issue,Maintenance_Cost,Total_Sales
2/15/2024,Petrol,370,113.23,Card,Nagpur,BP004,32,Car,4988,76.96,Motor Fault,1933.46,41895.1
2/4/2024,Diesel,221,94.03,Cash,Aurangabad,BP003,54,Bike,1271,83.1,Low Pressure,4014.33,20780.63
9/9/2024,CNG,589,104.03,UPI,Aurangabad,BP004,36,Car,4172,95.66,None,1932.79,61273.67
3/22/2024,CNG,66,108.18,UPI,Nagpur,BP002,56,Truck,3748,75.33,Leak,1023.27,7139.88
9/12/2024,Petrol,315,102.85,UPI,Nagpur,BP002,23,Car,2169,85.96,Leak,324.95,32397.75
7/15/2024,Petrol,338,90.81,Cash,Mumbai,BP001,36,Car,2056,80.69,Motor Fault,397.46,30693.78
10/29/2024,CNG,130,113.51,UPI,Nashik,BP003,45,Auto,3458,73.73,Low Pressure,3800.24,14756.3
1/10/2024,Diesel,519,90.32,UPI,Pune,BP002,34,Truck,1651,71.5,Sensor Error,2224.01,46876.08
11/7/2024,Diesel,497,112.86,UPI,Nashik,BP004,59,Car,1717,86.68,None,3630.91,56091.42
10/12/2024,Petrol,490,116.8,Cash,Nashik,BP002,36,Bike,2731,70.62,Leak,3411.44,57232
8/29/2024,Petrol,404,102.99,UPI,Aurangabad,BP002,48,Car,4842,73.1,None,676.81,41607.96
9/7/2024,CNG,390,106.07,UPI,Nagpur,BP004,28,Car,4444,80.43,None,714.44,41367.3
12/30/2024,Petrol,439,104.31,Cash,Aurangabad,BP001,32,Auto,2542,71.31,None,3776.71,45792.09
1/5/2024,CNG,292,101.68,Card,Pune,BP003,27,Truck,1205,82.01,Low Pressure,3606.34,29690.56
4/28/2024,Diesel,498,116.62,UPI,Mumbai,BP001,60,Truck,3169,73.91,Low Pressure,1890.15,58076.76
10/15/2024,Diesel,538,116.82,Card,Pune,BP004,40,Bike,2613,80.5,Low Pressure,387.11,62849.16
3/5/2024,CNG,547,100.07,UPI,Aurangabad,BP002,20,Bike,3477,93.73,Motor Fault,60.49,54738.29
5/25/2024,Petrol,343,108.45,Cash,Aurangabad,BP003,20,Bike,4849,88.79,Low Pressure,1440.78,37198.35
8/11/2024,Diesel,540,117.81,Card,Aurangabad,BP001,35,Car,4878,83.36,Motor Fault,46.11,63617.4
8/26/2024,Petrol,205,118.86,Card,Aurangabad,BP004,42,Car,922,72.75,Leak,1150.36,24366.3
6/25/2024,Diesel,454,105.27,Card,Nashik,BP002,60,Bike,2521,88.57,Leak,2097.5,47792.58
9/23/2024,CNG,501,103.58,Card,Mumbai,BP002,37,Truck,4293,74.91,Leak,607.08,51893.58
12/6/2024,CNG,153,98.36,UPI,Nashik,BP001,46,Truck,4631,72.3,Leak,521.39,15049.08
10/8/2024,CNG,472,118.77,UPI,Aurangabad,BP004,39,Bike,1030,89.92,Leak,4482.19,56059.44
3/3/2024,Diesel,395,94.28,Card,Nagpur,BP002,32,Auto,590,97.36,Low Pressure,2927.35,37240.6
8/4/2024,Petrol,246,107.39,UPI,Nashik,BP002,56,Truck,3872,83.82,Sensor Error,4672.28,26417.94
12/7/2024,Petrol,274,98.48,Card,Aurangabad,BP003,27,Truck,2442,71.23,Low Pressure,1729.13,26983.52
11/10/2024,Petrol,481,98.37,Card,Aurangabad,BP002,38,Bike,4305,96.41,Sensor Error,3385.72,47315.97
10/9/2024,Diesel,394,102.15,Cash,Mumbai,BP001,46,Truck,1740,72.01,Low Pressure,1023.46,40247.1
6/25/2024,Diesel,554,119.96,Card,Pune,BP004,49,Car,2258,96.03,Leak,3091.7,66457.84
4/7/2024,Diesel,247,91.65,UPI,Nashik,BP004,27,Car,597,81.75,None,647.93,22637.55
4/14/2024,Diesel,164,107.36,Card,Nashik,BP003,30,Truck,1979,80.96,Sensor Error,10.4,17607.04
4/8/2024,Diesel,177,92.48,Cash,Nashik,BP004,64,Car,2332,86.28,None,4657.66,16368.96
11/6/2024,Petrol,378,94.64,UPI,Aurangabad,BP001,40,Auto,3085,98.71,Leak,2774.47,35773.92
1/6/2024,Diesel,576,103.19,Cash,Mumbai,BP002,40,Truck,4147,96.96,Sensor Error,4634.7,59437.44
7/15/2024,Diesel,107,105.31,Cash,Aurangabad,BP003,48,Bike,579,84.11,None,1669.16,11268.17
12/16/2024,Petrol,580,97.76,Card,Aurangabad,BP004,21,Car,2723,90.87,Low Pressure,1638.93,56700.8
5/12/2024,Diesel,422,99.49,Cash,Nagpur,BP003,20,Auto,3069,87.41,Leak,2003.28,41984.78
12/23/2024,Petrol,58,92.61,Cash,Mumbai,BP003,38,Auto,2272,90.8,Low Pressure,3530.2,5371.38
9/15/2024,Petrol,489,99.1,UPI,Nashik,BP004,19,Car,1623,94.88,Low Pressure,2829.04,48459.9
1/23/2024,CNG,113,119,Cash,Pune,BP003,21,Auto,4311,71.03,Leak,4626.77,13447
2/22/2024,CNG,315,118.34,Card,Nashik,BP004,18,Truck,3974,79.77,Sensor Error,127.2,37277.1
6/13/2024,CNG,87,100.05,Card,Aurangabad,BP001,32,Auto,3123,98.78,Motor Fault,3540.98,8704.35
7/20/2024,CNG,250,107.13,Card,Mumbai,BP004,50,Car,1903,98.48,Motor Fault,1651.64,26782.5
3/23/2024,Diesel,579,117.29,Cash,Mumbai,BP002,23,Auto,3078,70.34,Leak,901.17,67910.91
5/24/2024,CNG,230,90.19,UPI,Mumbai,BP004,24,Car,831,76.04,Motor Fault,2551.98,20743.7
3/25/2024,Petrol,354,114.32,Card,Nagpur,BP002,36,Car,4108,99.81,None,2525.32,40469.28
3/18/2024,Diesel,152,118.45,Cash,Nashik,BP003,61,Auto,1239,84.78,Sensor Error,685.06,18004.4
1/1/2024,CNG,209,92.74,Card,Nagpur,BP004,18,Car,541,87.19,Low Pressure,1009.48,19382.66
2/20/2024,Petrol,507,94.84,Card,Pune,BP002,56,Car,4378,74.99,Low Pressure,2040.82,48083.88
6/21/2024,Diesel,53,118.82,UPI,Aurangabad,BP004,36,Bike,2449,96.83,Leak,2044.06,6297.46
7/23/2024,Diesel,327,106.13,Card,Nagpur,BP004,62,Truck,3960,76.94,Low Pressure,1587.79,34704.51
9/16/2024,CNG,228,90.43,UPI,Nagpur,BP004,43,Car,2628,75.69,None,742.73,20618.04
10/14/2024,Diesel,194,97.73,Cash,Aurangabad,BP001,61,Truck,4997,76.84,None,21.87,18959.62
2/3/2024,Petrol,510,103.5,Card,Mumbai,BP002,29,Bike,2654,97.59,Leak,4851.18,52785
12/13/2024,Diesel,114,110.79,Cash,Aurangabad,BP001,39,Bike,1737,91.09,Low Pressure,4717.5,12630.06
4/4/2024,Petrol,316,111.99,Cash,Nashik,BP001,30,Bike,2266,93.06,Motor Fault,2418.25,35388.84
3/12/2024,Diesel,382,119.86,Cash,Aurangabad,BP002,45,Bike,2341,81.31,Motor Fault,4975.26,45786.52
2/8/2024,CNG,464,98.63,Card,Mumbai,BP004,31,Truck,1005,97.28,Sensor Error,3368.27,45764.32
6/2/2024,Petrol,550,106.15,UPI,Aurangabad,BP001,39,Auto,2341,93.68,Leak,344.29,58382.5
9/6/2024,Diesel,221,106,Card,Nagpur,BP001,47,Auto,1894,92.52,Sensor Error,588.59,23426
6/10/2024,Diesel,497,102.17,Cash,Pune,BP001,61,Truck,756,99.13,Motor Fault,4580.55,50778.49
4/27/2024,Diesel,103,95.07,UPI,Nagpur,BP004,37,Car,2220,80.99,Motor Fault,3150.26,9792.21
9/15/2024,Petrol,299,119.32,Cash,Pune,BP001,61,Truck,1571,88.33,Motor Fault,4215.92,35676.68
11/1/2024,Petrol,232,115.6,UPI,Aurangabad,BP003,44,Car,2122,97.3,Sensor Error,4491.35,26819.2
9/24/2024,Petrol,445,104.95,Card,Nashik,BP002,55,Car,2566,93.73,Leak,2239.71,46702.75
2/23/2024,CNG,132,108.1,UPI,Aurangabad,BP003,59,Auto,1569,86.9,None,242.63,14269.2
8/23/2024,CNG,469,96.82,Card,Mumbai,BP004,58,Bike,950,72.29,None,941.4,45408.58
8/9/2024,Petrol,473,106.31,Cash,Aurangabad,BP001,51,Auto,1397,89.58,Motor Fault,332.86,50284.63
9/7/2024,Diesel,443,110.85,UPI,Pune,BP002,56,Auto,4228,85.8,Leak,943.7,49106.55
11/8/2024,CNG,473,105.46,Cash,Nagpur,BP001,58,Truck,581,75.53,Leak,2052.66,49882.58
4/21/2024,Petrol,151,119.71,UPI,Nashik,BP004,61,Truck,1236,96.47,Low Pressure,590.98,18076.21
9/11/2024,Diesel,414,108.34,Card,Aurangabad,BP002,54,Car,4674,80.3,Low Pressure,833.67,44852.76
10/29/2024,CNG,98,101.13,UPI,Aurangabad,BP003,18,Truck,4444,81.62,Sensor Error,2229.11,9910.74
7/25/2024,Diesel,82,113.16,UPI,Nagpur,BP002,32,Car,2707,90.17,Low Pressure,1700.85,9279.12
8/16/2024,Diesel,246,95.11,Card,Nashik,BP001,49,Car,4448,84.66,Sensor Error,2338.29,23397.06
12/6/2024,Diesel,335,101.54,Card,Aurangabad,BP002,25,Bike,2502,72.68,None,2145.86,34015.9
3/6/2024,Diesel,157,100.41,Card,Aurangabad,BP004,50,Bike,2191,81.62,Motor Fault,3222.39,15764.37
3/15/2024,CNG,571,102.95,UPI,Pune,BP004,35,Auto,1679,72.83,Leak,4685.95,58784.45
4/12/2024,CNG,261,113.45,Cash,Pune,BP002,62,Bike,3435,75.72,None,539.32,29610.45
7/10/2024,CNG,205,104.53,UPI,Mumbai,BP004,46,Car,3015,70.22,None,496.3,21428.65
9/8/2024,Petrol,195,113.82,UPI,Nagpur,BP004,49,Truck,961,75.44,Sensor Error,4264.03,22194.9
8/13/2024,CNG,223,107.29,Cash,Nashik,BP004,50,Bike,3401,79.91,Motor Fault,2531.98,23925.67
10/20/2024,Diesel,129,100.26,Card,Aurangabad,BP003,22,Bike,616,86.15,Sensor Error,3832.03,12933.54
11/1/2024,CNG,133,114.3,UPI,Aurangabad,BP001,35,Bike,2154,97.58,None,1077.11,15201.9
4/7/2024,Diesel,52,97.15,Cash,Mumbai,BP004,27,Bike,2298,86.21,Leak,4144.31,5051.8
12/3/2024,Petrol,477,96.73,Card,Aurangabad,BP002,53,Car,1159,91.17,Low Pressure,4619.23,46140.21
10/12/2024,Diesel,577,105.14,Card,Nagpur,BP004,50,Car,3737,80.73,Sensor Error,3177.42,60665.78
11/30/2024,Diesel,189,97.83,UPI,Mumbai,BP003,40,Auto,2622,92.55,None,529.4,18489.87
12/12/2024,Diesel,47,90.27,Card,Nagpur,BP002,57,Truck,4319,88.61,Low Pressure,4476.47,4242.69
11/3/2024,Petrol,68,109.45,Card,Mumbai,BP001,22,Auto,3843,83.79,Low Pressure,3962.44,7442.6
9/5/2024,CNG,335,105.33,Cash,Aurangabad,BP002,51,Auto,3050,75.81,None,3754.39,35285.55
6/14/2024,CNG,379,103.37,Cash,Mumbai,BP002,41,Bike,2086,79.11,Motor Fault,183.64,39177.23
11/30/2024,Petrol,478,119.01,Card,Pune,BP002,34,Truck,3247,88.63,None,3994.81,56886.78
1/30/2024,Diesel,183,107.14,Cash,Nashik,BP002,48,Bike,1134,82.78,Leak,689.76,19606.62
9/3/2024,CNG,558,115.9,Card,Aurangabad,BP004,24,Car,3382,96.68,Low Pressure,1111.93,64672.2
4/15/2024,Petrol,84,94.18,UPI,Nashik,BP001,34,Auto,3311,77.05,Leak,2885.67,7911.12
2/20/2024,CNG,278,107.08,Cash,Aurangabad,BP004,45,Truck,4953,72.19,Sensor Error,1324.9,29768.24
3/21/2024,Petrol,194,116.04,Card,Nashik,BP003,55,Car,4515,87.68,Low Pressure,3306.74,22511.76
5/12/2024,Diesel,220,107.49,Card,Pune,BP003,39,Auto,3239,96.58,Motor Fault,3040.35,23647.8
10/11/2024,CNG,254,111.54,Cash,Nashik,BP002,32,Truck,2384,80.94,None,540.75,28331.16
5/17/2024,Petrol,127,101.16,Cash,Mumbai,BP004,54,Auto,2018,89.43,Sensor Error,3280.07,12847.32
7/2/2024,CNG,295,92.77,UPI,Nashik,BP004,32,Truck,1121,76.94,Leak,4619.77,27367.15
11/25/2024,CNG,550,103.74,Card,Aurangabad,BP001,42,Auto,2037,86.75,Sensor Error,805.55,57057
9/29/2024,CNG,112,101.83,UPI,Nagpur,BP001,38,Bike,2837,93.6,Motor Fault,2985.31,11404.96
12/5/2024,CNG,218,116.01,UPI,Nashik,BP001,55,Auto,2494,96.01,None,1709.33,25290.18
3/9/2024,Petrol,251,97.32,UPI,Nashik,BP004,19,Auto,2570,73.15,Sensor Error,2298.06,24427.32
2/3/2024,Diesel,273,119,Cash,Nashik,BP001,44,Truck,2865,80.69,Leak,1435,32487
9/18/2024,Petrol,504,118.74,UPI,Aurangabad,BP001,49,Truck,3345,89.19,Sensor Error,1770.65,59844.96
2/22/2024,Petrol,262,97.43,Cash,Nashik,BP001,38,Bike,3538,71.04,None,144.56,25526.66
7/23/2024,Petrol,303,100.44,Cash,Aurangabad,BP002,21,Truck,1354,90.72,Sensor Error,4907.76,30433.32
5/5/2024,Diesel,246,116.87,UPI,Aurangabad,BP003,61,Auto,3228,85.84,Leak,3124,28750.02
8/22/2024,CNG,405,119,UPI,Nagpur,BP003,36,Truck,1415,78.66,None,2503.53,48195
2/12/2024,CNG,315,103.3,Card,Mumbai,BP004,19,Truck,631,94.44,Motor Fault,1918.58,32539.5
8/27/2024,CNG,419,99.63,UPI,Aurangabad,BP004,43,Truck,1616,78.7,Motor Fault,2696.87,41744.97
4/20/2024,Diesel,348,105.78,Card,Pune,BP002,51,Bike,4093,99.74,Low Pressure,1900.53,36811.44
9/5/2024,CNG,307,110.63,UPI,Nashik,BP003,31,Bike,1360,94.49,Sensor Error,1799.54,33963.41
5/30/2024,Diesel,103,98.2,UPI,Pune,BP001,32,Car,793,91.24,Leak,2319.73,10114.6
7/1/2024,CNG,389,112.09,UPI,Nashik,BP001,37,Bike,3188,71.84,Sensor Error,1379.92,43603.01
12/1/2024,CNG,533,91.55,UPI,Nagpur,BP004,51,Bike,1499,97.13,None,900.25,48796.15
4/4/2024,Petrol,562,91.48,Card,Aurangabad,BP003,53,Bike,2796,93.7,Low Pressure,2783.03,51411.76
1/8/2024,Diesel,137,101.59,Card,Mumbai,BP004,36,Auto,4185,76.87,Leak,4213.83,13917.83
12/25/2024,Petrol,110,100.6,UPI,Aurangabad,BP004,26,Car,786,81.77,Sensor Error,764.14,11066
7/2/2024,Petrol,403,99.47,UPI,Nashik,BP001,24,Auto,949,78.06,Leak,163.67,40086.41
10/7/2024,Petrol,315,104.73,Card,Mumbai,BP001,47,Bike,2838,99.53,None,1234.06,32989.95
7/13/2024,Diesel,89,99.62,Cash,Aurangabad,BP003,30,Bike,3740,95.63,Low Pressure,4898.6,8866.18
12/17/2024,Diesel,397,95.77,Cash,Mumbai,BP004,44,Car,3203,97.91,Leak,4143.79,38020.69
7/13/2024,CNG,524,99.28,Cash,Nashik,BP002,61,Car,3616,93.66,None,2979.33,52022.72
6/3/2024,Petrol,123,119.25,Card,Nagpur,BP003,52,Truck,752,83.69,Motor Fault,4646.24,14667.75
4/2/2024,CNG,335,102.33,Card,Nagpur,BP004,30,Bike,1919,76.16,Leak,2226.4,34280.55
6/8/2024,Petrol,275,103.34,Cash,Aurangabad,BP003,32,Bike,2836,76.24,Low Pressure,4916.4,28418.5
3/1/2024,Diesel,95,107.3,Cash,Pune,BP003,63,Auto,1735,74.55,Leak,1481.51,10193.5
5/1/2024,Diesel,399,119.5,UPI,Nashik,BP003,26,Truck,1499,86.4,Leak,1201.53,47680.5
2/20/2024,Diesel,149,97.25,Card,Aurangabad,BP002,62,Bike,4260,97.6,None,3190.24,14490.25
10/3/2024,Petrol,231,110.44,Card,Aurangabad,BP002,40,Auto,4616,99.75,Sensor Error,1890.77,25511.64
1/5/2024,Diesel,132,111.48,Cash,Nagpur,BP001,53,Car,4911,78.62,Sensor Error,3131.83,14715.36
4/1/2024,Petrol,99,108.22,Cash,Mumbai,BP001,57,Auto,3111,90.92,Leak,1524.98,10713.78
6/18/2024,CNG,78,92.66,Card,Nashik,BP004,20,Bike,1946,87.91,Low Pressure,3089.59,7227.48
11/12/2024,Petrol,579,110.31,UPI,Mumbai,BP003,51,Auto,2670,84.67,Low Pressure,1378.73,63869.49
1/22/2024,CNG,88,91.92,Cash,Nashik,BP004,36,Auto,3421,89.97,None,254.86,8088.96
11/21/2024,Petrol,459,107.88,Card,Pune,BP001,45,Truck,4183,81.14,Leak,4560.68,49516.92
1/1/2024,CNG,52,112.19,Card,Nagpur,BP002,40,Truck,2761,98.33,Leak,4416.03,5833.88
5/12/2024,Diesel,75,96.33,UPI,Pune,BP001,57,Car,2445,91.16,Sensor Error,4853.99,7224.75
8/20/2024,CNG,140,115.25,UPI,Aurangabad,BP004,62,Truck,2353,92.63,None,3582.64,16135
1/12/2024,Diesel,125,90.91,Cash,Nagpur,BP001,24,Auto,1099,77.27,Motor Fault,3413.61,11363.75
12/11/2024,Diesel,555,115.31,Cash,Aurangabad,BP004,58,Truck,4635,75.06,Low Pressure,2795.02,63997.05
2/15/2024,CNG,262,103.81,Cash,Pune,BP004,29,Bike,3903,81.83,Low Pressure,629.71,27198.22
2/3/2024,Petrol,377,96.53,Card,Nashik,BP004,31,Auto,3490,93,Leak,946.18,36391.81
3/18/2024,Petrol,205,94.01,Cash,Aurangabad,BP004,63,Auto,4777,98.16,None,1447.35,19272.05
8/5/2024,Petrol,422,118.6,Card,Mumbai,BP001,32,Auto,4860,82.82,Motor Fault,4450.78,50049.2
10/27/2024,Petrol,415,92.18,Cash,Nashik,BP004,20,Bike,3318,93.22,Low Pressure,864.85,38254.7
3/13/2024,Petrol,510,95.97,UPI,Nashik,BP004,32,Auto,1362,84.11,None,4614.37,48944.7
10/8/2024,Diesel,70,100.43,UPI,Pune,BP003,41,Truck,4555,78.86,Motor Fault,2613.93,7030.1
9/5/2024,Petrol,414,108.61,Card,Pune,BP004,63,Bike,1719,92.18,Leak,3577.85,44964.54
2/16/2024,Diesel,50,106.34,UPI,Nagpur,BP001,25,Auto,4295,93.95,Sensor Error,551.22,5317
4/30/2024,Diesel,341,93.77,Card,Nagpur,BP004,22,Truck,1027,76.09,Low Pressure,1345.17,31975.57
8/1/2024,Diesel,135,98.69,Card,Mumbai,BP002,21,Truck,3422,79.16,Low Pressure,4792.59,13323.15
8/26/2024,CNG,229,97.16,UPI,Nashik,BP002,31,Car,3704,84.84,Motor Fault,1330.75,22249.64
2/25/2024,CNG,492,96.41,Card,Mumbai,BP004,33,Truck,1662,75.6,Sensor Error,1482.61,47433.72
12/15/2024,Diesel,231,102.33,UPI,Mumbai,BP002,37,Truck,4064,97.87,None,987.99,23638.23
4/16/2024,CNG,525,111.12,Cash,Pune,BP002,41,Car,1346,87.74,Leak,645.37,58338
11/14/2024,Petrol,305,96.52,Cash,Mumbai,BP001,23,Car,2617,73.64,None,1166.29,29438.6
2/17/2024,Petrol,463,101,UPI,Mumbai,BP003,48,Bike,3586,75.52,Motor Fault,3211.63,46763
3/1/2024,Diesel,167,101.73,UPI,Aurangabad,BP002,23,Truck,2270,98.63,Low Pressure,2276.84,16988.91
12/2/2024,Petrol,277,119.29,UPI,Nagpur,BP002,52,Bike,3783,92.15,Low Pressure,2768.78,33043.33
1/26/2024,Diesel,394,118.64,UPI,Nagpur,BP003,32,Bike,2325,92.03,None,611.82,46744.16
10/18/2024,Diesel,151,114,Cash,Nashik,BP003,46,Auto,3823,72.17,Leak,4010.58,17214
9/13/2024,Petrol,485,97.25,Card,Nagpur,BP002,20,Bike,945,96.86,Motor Fault,3920.47,47166.25
1/8/2024,CNG,382,92.04,Card,Nashik,BP004,28,Bike,1525,83.31,Leak,107.95,35159.28
4/22/2024,Petrol,184,99.51,Cash,Aurangabad,BP002,20,Bike,2271,89.79,Motor Fault,1917.58,18309.84
12/20/2024,Petrol,104,98,Card,Nagpur,BP004,45,Bike,1859,98.79,Leak,343.85,10192
9/9/2024,Diesel,286,105.18,Cash,Aurangabad,BP004,27,Car,518,73,None,3960.53,30081.48
6/28/2024,Diesel,529,113.33,Card,Nagpur,BP004,50,Truck,1060,84.47,Sensor Error,3686.35,59951.57
7/25/2024,Diesel,478,115.75,UPI,Nagpur,BP003,33,Auto,971,71.49,Motor Fault,4509.94,55328.5
10/29/2024,Diesel,145,115.35,UPI,Aurangabad,BP002,27,Car,527,84.99,None,1182.02,16725.75
5/6/2024,CNG,220,100.79,UPI,Mumbai,BP002,50,Auto,1059,77.57,Low Pressure,2281.48,22173.8
2/25/2024,CNG,223,110.62,Cash,Mumbai,BP001,53,Auto,3155,97.33,Low Pressure,922.44,24668.26
8/1/2024,CNG,265,99.39,Cash,Mumbai,BP003,20,Car,3736,81.95,Leak,1856.17,26338.35
1/14/2024,Diesel,128,91.83,Card,Mumbai,BP001,22,Bike,1444,89.02,Low Pressure,2611.22,11754.24
1/28/2024,Diesel,569,111.05,Card,Nagpur,BP001,29,Car,4448,95.81,Sensor Error,266.65,63187.45
3/18/2024,Diesel,410,90.29,Card,Pune,BP004,61,Auto,4156,99.51,Motor Fault,3574.35,37018.9
8/3/2024,CNG,438,102.28,Cash,Aurangabad,BP003,30,Auto,3563,85.11,Leak,2716.47,44798.64
12/30/2024,Diesel,145,99.88,Card,Pune,BP001,41,Bike,2479,83.67,Motor Fault,4144.8,14482.6
6/2/2024,Petrol,310,110.8,UPI,Pune,BP002,61,Car,3216,72.27,Motor Fault,1358.9,34348
1/14/2024,Petrol,542,112.99,Card,Nashik,BP001,49,Truck,1315,70.38,None,4516.61,61240.58
7/5/2024,Diesel,564,99.12,UPI,Mumbai,BP003,33,Auto,2826,88.26,Low Pressure,4993.47,55903.68
11/7/2024,Petrol,71,114.35,Cash,Nagpur,BP002,49,Car,2830,71.96,Motor Fault,4596.49,8118.85
1/7/2024,Petrol,432,98.82,UPI,Mumbai,BP002,62,Bike,1502,81.41,Sensor Error,3889.46,42690.24
1/3/2024,CNG,79,103.39,UPI,Mumbai,BP002,54,Bike,2042,70.11,Sensor Error,4061.84,8167.81
4/20/2024,Diesel,257,111.81,UPI,Pune,BP004,53,Truck,4704,88.46,Low Pressure,2868.72,28735.17
8/25/2024,Diesel,121,110.79,Cash,Nashik,BP002,38,Auto,1729,82.76,Low Pressure,950.77,13405.59
12/28/2024,CNG,240,119.62,Cash,Mumbai,BP004,64,Truck,3805,73.81,Leak,3385.2,28708.8
8/26/2024,Petrol,486,96.75,Cash,Aurangabad,BP004,29,Truck,3029,78.89,Leak,3563.77,47020.5
9/30/2024,Petrol,467,109.87,Cash,Aurangabad,BP001,38,Truck,1930,87.09,Leak,4926.93,51309.29
10/20/2024,Diesel,77,108.29,Card,Mumbai,BP001,38,Truck,4412,89.7,Low Pressure,2706.51,8338.33
8/14/2024,Petrol,250,117.45,Cash,Pune,BP002,60,Bike,2032,83.87,Motor Fault,1356.85,29362.5
1/15/2024,CNG,483,94.69,UPI,Pune,BP003,23,Auto,2392,94.12,None,3418.36,45735.27
7/10/2024,CNG,366,112.55,Cash,Nagpur,BP002,26,Truck,3624,73.37,Leak,4896.88,41193.3
4/28/2024,Diesel,266,107.05,Card,Nashik,BP001,18,Auto,1921,72.54,None,886.07,28475.3
1/28/2024,CNG,87,98.24,Card,Pune,BP002,29,Bike,890,71.33,Sensor Error,1629.99,8546.88
7/20/2024,CNG,57,104.23,Card,Nagpur,BP001,31,Bike,3318,86.07,Low Pressure,2709.4,5941.11
2/8/2024,Diesel,478,100.01,UPI,Aurangabad,BP002,23,Car,2369,91.19,Sensor Error,851.07,47804.78
9/29/2024,CNG,226,107.38,Cash,Aurangabad,BP003,18,Car,3460,73.92,Leak,111.1,24267.88
8/18/2024,CNG,384,116.67,Cash,Aurangabad,BP002,39,Auto,1695,89.17,Motor Fault,1684.92,44801.28
3/26/2024,CNG,263,107.08,Cash,Mumbai,BP003,51,Car,3105,84.31,Leak,4326.85,28162.04
5/5/2024,Petrol,527,108.95,UPI,Nashik,BP003,28,Truck,1357,99.62,None,217.34,57416.65
10/26/2024,Diesel,268,105.56,UPI,Nagpur,BP002,20,Auto,3727,91.52,Leak,2144.65,28290.08
1/25/2024,Diesel,429,91.53,Card,Nashik,BP003,59,Bike,2016,89.72,Motor Fault,3811,39266.37
5/24/2024,Diesel,227,96.99,Card,Mumbai,BP003,23,Bike,1653,87.11,Motor Fault,4765.91,22016.73
1/13/2024,Petrol,309,104.76,Cash,Nagpur,BP001,23,Truck,1342,99.92,Low Pressure,4927.38,32370.84
7/30/2024,Petrol,349,99.31,UPI,Nagpur,BP001,37,Car,2182,99.41,Low Pressure,2109.85,34659.19
1/25/2024,Diesel,171,95.45,UPI,Pune,BP003,38,Auto,794,86.14,Motor Fault,4751.92,16321.95
3/8/2024,Petrol,590,105.12,Cash,Nashik,BP004,19,Auto,1144,83.66,Motor Fault,177.09,62020.8
3/7/2024,Diesel,111,99.68,Cash,Nashik,BP002,43,Truck,4133,83.86,None,3729.58,11064.48
8/20/2024,Petrol,226,97.74,Card,Pune,BP003,48,Car,2635,82.85,Leak,3213.73,22089.24
4/18/2024,CNG,525,103.92,Card,Aurangabad,BP002,43,Auto,610,85.94,Low Pressure,1247.61,54558
5/25/2024,CNG,230,94,Card,Mumbai,BP001,49,Truck,1083,78.21,None,2536.59,21620
4/20/2024,Diesel,461,117.83,Cash,Nashik,BP002,27,Auto,3725,97.8,Leak,647.77,54319.63
8/15/2024,Petrol,159,116.03,Cash,Pune,BP003,40,Bike,1986,84.71,Low Pressure,4357.99,18448.77
4/20/2024,Petrol,259,111.23,Card,Nagpur,BP003,23,Auto,2148,95.26,None,1789.49,28808.57
2/3/2024,CNG,92,93.19,Card,Pune,BP003,40,Auto,2881,84.26,Sensor Error,3130.22,8573.48
4/20/2024,CNG,490,113.28,UPI,Aurangabad,BP003,45,Auto,605,91.55,Sensor Error,793.88,55507.2
9/20/2024,Petrol,451,114.24,UPI,Mumbai,BP004,47,Car,4053,80.11,Low Pressure,1030.82,51522.24
8/23/2024,Petrol,276,113.03,Card,Aurangabad,BP004,31,Car,2194,88.74,None,4959.78,31196.28
3/23/2024,Petrol,445,93.42,Card,Nagpur,BP004,54,Truck,2233,84.95,Leak,3765.43,41571.9
2/11/2024,Petrol,461,109.32,UPI,Nagpur,BP003,49,Car,881,81.01,Leak,4809.86,50396.52
4/10/2024,Petrol,286,115.03,Card,Nagpur,BP004,51,Auto,3236,96.45,None,1479.26,32898.58
1/6/2024,Petrol,111,107.32,UPI,Nagpur,BP002,58,Auto,4856,73.38,Sensor Error,822.81,11912.52
6/28/2024,Diesel,224,109.39,UPI,Pune,BP003,61,Car,1816,84.61,None,2515.34,24503.36
10/8/2024,Petrol,45,103.75,UPI,Nagpur,BP001,39,Car,3202,75.83,Sensor Error,2473.34,4668.75
11/15/2024,CNG,245,105.86,Cash,Nagpur,BP003,48,Auto,4574,95.83,Sensor Error,874.73,25935.7
8/13/2024,Diesel,583,91.03,Cash,Pune,BP002,24,Auto,1406,77.6,Leak,3666.1,53070.49
11/10/2024,Petrol,426,109.17,Card,Nagpur,BP004,58,Bike,1162,89,Low Pressure,1808.89,46506.42
12/30/2024,CNG,115,92.44,UPI,Aurangabad,BP003,38,Truck,962,74.97,Motor Fault,931.83,10630.6
8/16/2024,Diesel,216,103.05,Cash,Aurangabad,BP004,33,Car,3402,82.15,None,1659.92,22258.8
10/15/2024,CNG,388,98.78,Card,Nashik,BP003,37,Truck,1442,96.98,Sensor Error,2818.29,38326.64
5/29/2024,Petrol,294,106.36,Card,Aurangabad,BP002,60,Auto,657,74.98,None,3632.35,31269.84
